xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-0.861442,1.90833,6.31807,0.3,0.05,-0.0448762,-2.04669,6.21669
-0.841721,1.91291,6.31757,0.3,0.05,-0.0446926,-2.0482,6.2162
-0.822209,1.9179,6.31707,0.3,0.05,-0.0443987,-2.04895,6.21597
-0.802865,1.92325,6.31657,0.3,0.05,-0.0450086,-2.05043,6.21534
-0.783803,1.92926,6.31607,0.3,0.05,-0.0447583,-2.0512,6.21539
-0.764827,1.93547,6.31557,0.3,0.05,-0.0456874,-2.05271,6.21464
-0.746059,1.94222,6.31507,0.3,0.05,-0.0469834,-2.05344,6.21376
-0.727139,1.94859,6.31457,0.3,0.05,-0.0480264,-2.05498,6.21263
-0.708101,1.95465,6.31406,0.3,0.05,-0.04833,-2.05572,6.21222
-0.688875,1.96019,6.31356,0.3,0.05,-0.0489682,-2.05732,6.21181
-0.669666,1.96578,6.31306,0.3,0.05,-0.0491836,-2.0581,6.21153
-0.650404,1.97121,6.31256,0.3,0.05,-0.0490381,-2.0597,6.21114
-0.631294,1.97712,6.31205,0.3,0.05,-0.0492054,-2.06047,6.21077
-0.612034,1.98257,6.31155,0.3,0.05,-0.0364051,-2.06305,6.21323
-0.592922,1.98854,6.31105,0.3,0.05,-0.050123,-2.06454,6.20957
-0.55372,1.99757,6.31004,0.3,0.05,-0.0526615,-2.06692,6.20758
-0.514308,2.0058,6.30904,0.3,0.05,-0.0537364,-2.06942,6.20658
-0.474809,2.01365,6.30803,0.3,0.05,-0.0540177,-2.07028,6.2064
-0.455269,2.01814,6.30752,0.3,0.05,-0.0538971,-2.07196,6.20611
-0.43574,2.02271,6.30702,0.3,0.05,-0.0537377,-2.07283,6.20579
-0.41622,2.02738,6.30651,0.3,0.05,-0.0545855,-2.07452,6.20501
-0.396382,2.0305,6.306,0.3,0.05,-0.0548047,-2.07537,6.20469
-0.376442,2.03307,6.30549,0.3,0.05,-0.0553052,-2.07713,6.20444
-0.356678,2.0366,6.30499,0.3,0.05,-0.0555757,-2.07799,6.20417
-0.336538,2.04037,6.30447,0.3,0.05,-0.0569696,-2.07971,6.20299
-0.31724,2.04434,6.30397,0.3,0.05,-0.0590637,-2.0823,6.20134
-0.277406,2.05112,6.30296,0.3,0.05,-0.0589219,-2.08503,6.20118
-0.237413,2.05695,6.30195,0.3,0.05,-0.060211,-2.0877,6.19997
-0.197331,2.06228,6.30094,0.3,0.05,-0.0610972,-2.09043,6.19931
-0.157216,2.06769,6.29993,0.3,0.05,-0.0621511,-2.0932,6.19829
-0.116996,2.07231,6.29891,0.3,0.05,-0.0483528,-2.09617,6.20047
-0.0962576,2.07555,6.29838,0.3,0.05,-0.0653193,-2.09687,6.19602
-0.0771129,2.0784,6.29789,0.3,0.05,-0.0653289,-2.09878,6.19607
-0.036705,2.08093,6.29687,0.3,0.05,-0.0656997,-2.09971,6.19567
-0.0162581,2.08241,6.29635,0.3,0.05,-0.066429,-2.10161,6.19495
0.0033848,2.08405,6.29584,0.3,0.05,-0.0667829,-2.10256,6.19461
0.0234475,2.08522,6.29533,0.3,0.05,-0.067498,-2.10449,6.19397
0.0435095,2.08565,6.29481,0.3,0.05,-0.0678759,-2.10544,6.19398
0.0635875,2.08642,6.2943,0.3,0.05,-0.068656,-2.10737,6.19323
0.0836788,2.08722,6.29378,0.3,0.05,-0.042852,-2.11063,6.19878
0.103756,2.08744,6.29326,0.3,0.05,-0.0718217,-2.11121,6.19109
